ds,y,
2015-06-29,1057,862.8571429
2015-06-30,1115,848
2015-07-01,890,827.8571429
2015-07-02,916,857
2015-07-03,749,908.5714286
2015-07-04,648,992.2857143
2015-07-05,665,1016.714286
2015-07-06,953,1075.714286
2015-07-07,974,1117.714286
2015-07-08,1094,1149.857143
2015-07-09,1277,1184.714286
2015-07-10,1335,1468.571429
2015-07-11,819,1510.142857
2015-07-12,1078,1557.857143
2015-07-13,1247,1594.285714
2015-07-14,1199,1659.714286
2015-07-15,1338,1726.285714
2015-07-16,3264,1786.857143
2015-07-17,1626,1552.571429
2015-07-18,1153,1508.857143
2015-07-19,1333,1481
2015-07-20,1705,1423.285714
2015-07-21,1665,1388.571429
2015-07-22,1762,1346.714286
2015-07-23,1624,1295
2015-07-24,1320,1275.857143
2015-07-25,958,1302.428571
2015-07-26,929,1315.857143
2015-07-27,1462,1314.714286
2015-07-28,1372,1293.714286
2015-07-29,1400,1304.285714
2015-07-30,1490,1309.714286
2015-07-31,1506,1454.142857
2015-08-01,1052,1477.285714
2015-08-02,921,1484.857143
2015-08-03,1315,1521.857143
2015-08-04,1446,1538.285714
2015-08-05,1438,1617.857143
2015-08-06,2501,1686
2015-08-07,1668,1609.142857
2015-08-08,1105,1580.142857
2015-08-09,1180,1640.285714
2015-08-10,1430,1667.142857
2015-08-11,2003,1704
2015-08-12,1915,1749.571429
2015-08-13,1963,1770.142857
2015-08-14,1465,1815
2015-08-15,1526,1962.857143
2015-08-16,1368,1941.285714
2015-08-17,1688,1998.285714
2015-08-18,2322,2128.571429
2015-08-19,2059,2201.571429
2015-08-20,2277,2245.714286
2015-08-21,2500,2200.142857
2015-08-22,1375,2114.285714
2015-08-23,1767,2127.571429
2015-08-24,2600,2220.285714
2015-08-25,2833,2151
2015-08-26,2368,2013.714286
2015-08-27,1958,1980.142857
2015-08-28,1899,2155.571429
2015-08-29,1468,2378.714286
2015-08-30,2416,2492.571429
2015-08-31,2115,2468.428571
2015-09-01,1872,2474.857143
2015-09-02,2133,2590.857143
2015-09-03,3186,2747.428571
2015-09-04,3461,2809
2015-09-05,2265,3142.714286
2015-09-06,2247,3183.714286
2015-09-07,2160,3790.857143
2015-09-08,2684,4709.857143
2015-09-09,3229,4975.714286
2015-09-10,3617,4972.142857
2015-09-11,5797,5093.714286
2015-09-12,2552,6648.142857
2015-09-13,6497,6760.857143
2015-09-14,8593,6487.857143
2015-09-15,4545,5997.571429
2015-09-16,3204,5936.428571
2015-09-17,4468,5908.142857
2015-09-18,16678,5750
2015-09-19,3341,4130
2015-09-20,4586,3941
2015-09-21,5161,3928.857143
2015-09-22,4117,5180
2015-09-23,3006,5337
2015-09-24,3361,5399.571429
2015-09-25,5338,5341.571429
2015-09-26,2018,4958.714286
2015-09-27,4501,4918.571429
2015-09-28,13919,4895.285714
2015-09-29,5216,3787.714286
2015-09-30,3444,3501.714286
2015-10-01,2955,3358.571429
2015-10-02,2658,3268
2015-10-03,1737,3281.285714
2015-10-04,4338,3256.857143
2015-10-05,6166,3143.428571
2015-10-06,3214,2815.428571
2015-10-07,2442,2721.571429
2015-10-08,2321,2701.142857
2015-10-09,2751,2729
2015-10-10,1566,2560.857143
2015-10-11,3544,2911.285714
2015-10-13,3870,3299.142857
2015-10-14,2557,3379.714286
2015-10-15,2299,3355.571429
2015-10-16,2516,3425.714286
2015-10-17,1574,3436.571429
2015-10-18,4019,3613.714286
2015-10-19,6259,3558.714286
2015-10-20,4434,3318.571429
2015-10-21,2388,3135.857143
2015-10-22,2790,3147.285714
2015-10-23,2592,3092.714286
2015-10-24,2814,3197.142857
2015-10-25,3634,3086.714286
2015-10-26,4578,3034.857143
2015-10-27,3155,4094.428571
2015-10-28,2468,4313.714286
2015-10-29,2408,4429.142857
2015-10-30,3323,4507.285714
2015-10-31,2041,4623.857143
2015-11-01,3271,4629.714286
2015-11-02,11995,4855
2015-11-03,4690,4504.714286
2015-11-04,3276,4348.857143
2015-11-05,2955,4238.857143
2015-11-06,4139,4226.142857
2015-11-07,2082,3941.714286
2015-11-08,4848,3828.714286
2015-11-09,9543,3522.285714
2015-11-10,3599,4341.857143
2015-11-11,2506,4822.285714
2015-11-12,2866,5089
2015-11-13,2148,5181.571429
2015-11-14,1291,5323.714286
2015-11-15,2703,5413.857143
2015-11-16,15280,5578
2015-11-17,6962,4229.714286
2015-11-18,4373,3813.714286
2015-11-19,3514,3640.714286
2015-11-20,3143,3513.571429
2015-11-21,1922,3582.285714
2015-11-22,3852,3590.714286
2015-11-23,5842,3475.571429
2015-11-24,4050,29645.57143
2015-11-25,3162,43498
2015-11-26,2624,43914
2015-11-27,3624,43989.57143
2015-11-28,1981,43933.85714
2015-11-29,3046,43898.71429
2015-11-30,189032,43895.42857
2015-12-01,101017,17590.71429
2015-12-02,6074,3577.571429
2015-12-03,3153,3050.857143
2015-12-04,3234,3152.857143
2015-12-05,1735,3063.428571
2015-12-06,3023,3029.285714
2015-12-07,4899,2918.714286
2015-12-08,2925,2805
2015-12-09,2387,2926.714286
2015-12-10,3867,2937
2015-12-11,2608,2667.714286
2015-12-12,1496,2561
2015-12-13,2249,2533.285714
2015-12-14,4103,2594
2015-12-15,3777,2618.285714
2015-12-16,2459,2554.285714
2015-12-17,1982,2543.142857
2015-12-18,1861,2481.714286
2015-12-19,1302,2427.714286
2015-12-20,2674,2418.428571
2015-12-21,4273,3061.857143
2015-12-22,3329,3938.714286
2015-12-23,2381,4946.428571
2015-12-24,1552,5236.142857
2015-12-25,1483,5442.285714
2015-12-26,1237,5512.857143
2015-12-27,7178,5693.714286
2015-12-28,10411,5214.714286
2015-12-29,10383,5282.428571
2015-12-30,4409,4550.857143
2015-12-31,2995,4526.857143
2016-01-01,1977,4671.428571
2016-01-02,2503,4958.285714
2016-01-03,3825,4944.428571
2016-01-04,10885,4962.428571
2016-01-05,5262,4089.285714
2016-01-06,4241,3825
2016-01-07,4007,3674.571429
2016-01-08,3985,3538.142857
2016-01-09,2406,3404.142857
2016-01-10,3951,3415.142857
2016-01-11,4773,4373
2016-01-12,3412,8084.571429
2016-01-13,3188,8910
2016-01-14,3052,9493
2016-01-15,3047,10566.5
2016-01-16,2483,12070.4
2016-01-17,10656,14467.25
2016-01-18,30754,15737.66667
2016-01-19,9190,8229.5
2016-01-20,7269,7269
